long,lat,id,nombre_ofi,telefono,email,web,horario_de,calle_nombre,calle_altura,calle_cruce,sector,manzana,piso,casa,lado,pasillo,observacio,barrio,comuna,codigo_postal,codigo_postal_argentino,tipo_de_or,actividad,nom_mapa,funcion_de_la_organizacion,actividades
-58.462192692192,-34.6723856851845,858,Cancha Lorenza,,,,,,,,,30,,,,,,VILLA LUGANO,8,,,No Estatal,CANCHA,Cancha Lorenza,,
-58.4618599119193,-34.6718222881266,857,Cancha manzana 30,,,,,,,,,,,,,,,VILLA LUGANO,8,,,No Estatal,CANCHA,Cancha manzana 30,,
-58.4680738000608,-34.6734808079529,856,Cancha Huerfanos,,,,,,,,,11,,,,,,VILLA LUGANO,8,,,No Estatal,CANCHA,Cancha Huerfanos,,
-58.4671480514843,-34.6765854259228,855,ESCUELA N° 19 DE 21 HERMANOS LATINOAMERICANOS,,,,,"BARROS PAZOS, JOSE",5250,,,,,,,,,VILLA LUGANO,8,1439,C1439HDV,Estatal,ESTABLECIMIENTO EDUCATIVO,ESCUELA N° 19/21º HERMANOS LATINOAMERICANOS,,
-58.4671480514843,-34.6765854259228,854,EEM Nº 01 DE 21,,,,,Barros Pazos,5250,,,,,,,,,VILLA LUGANO,8,1439,C1439HDV,Estatal,ESTABLECIMIENTO EDUCATIVO,EEM Nº 01 DE 21," Otorgan títulos de bachiller y perito mercantil con una duración de 4 ó 5 años, que luego de los tres años del ciclo de formación general ofrecen orientaciones o especializaciones específicas de la modalidad. Todas las escuelas de nivel medio posibilitan ",
-58.4671628379814,-34.6757118888575,853,Comedor Comunitario Polo de Esperanza,1149786700,,,8 a 21.30 hs,,,,,8,,145,,,,VILLA LUGANO,8,,,No Estatal,COMEDOR,Comedor Comunitario Polo de Esperanza,,Otros / Bibliotecas y rincones de lectura / Comedor
-58.4680576997643,-34.6776183808015,852,Comedor Copacabana,1561356653,mabel.mamai@hotmail.com,,19 a 20.30 hs,,,,4317,1,,131,,,,VILLA LUGANO,8,,,No Estatal,COMEDOR,Comedor Copacabana,,Apoyo escolar / Otros / Programas y talleres culturales en el barrio de Música / Comedor / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades
-58.4693134118622,-34.6765431242438,851,Centro de jubilados y pensionados Brindes esperanzas,1146385774,,,16 a 18,Larraya,4198,unanue,,,,,,,,VILLA LUGANO,8,1439,C1439EKH,No Estatal,,Centro de Jub. y Pens. Brindes esperanzas,,Otros
-58.4694072589839,-34.6766386708747,850,Asoc. Civil Fuerza social Sur de acción comunitaria,4638-5774,ongfuerzasocialsur@hotmail.com,,,Larraya,4198,,,,,,,,,VILLA LUGANO,8,1439,C1439EKH,No Estatal,ASOCIACION CIVIL,Asoc. Civil Fuerza social Sur,"Las actividades que se desarrollan son:
-promoción salud
-apoyo escolar
-integracion cultural
-viajes y excursiones
-salidas y visitas",
-58.4683356116977,-34.6726514785009,849,Centro Acceso a la Justicia,4601-5587,cajlugano@gmail.com,,10 a  15 hs,,,,,,,,,,Frente a manzana 11,VILLA LUGANO,8,,,Estatal,CENTRO DE ACCESO A LA JUSTICIA,Centro Acceso a la Justicia,,Recepción de denuncias / Otros / Documentos de Identidad / Asistencia a la victima / Asesoramiento Jurídico Gratuito
-58.465328229845,-34.6773865826356,848,RED PUENTES,2003-8904,centrodediapuentes@gmail.com,,lunes a viernes 10 a 15,Pola,4322,,,29,,,,,,VILLA LUGANO,8,,,No Estatal,,RED PUENTES,Asistencia y seguimiento de adicciones. Talleres artisticos y deportivos.,Práctica de deportes / Programas y talleres culturales en el barrio de Música / Prevención / Asistencia / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades / Otros
-58.4660609518351,-34.6799306236533,847,ESCUELA TECNICA Nº 13 ING. JOSE LUIS DELPINI DE 21 Nº: 13 - D. E.: 21,,,,,,5460,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,ESCUELA TECNICA Nº 13 ING. JOSE LUIS DELPINI,"El plan de estudios de estas escuelas es de seis años, dividido en dos ciclos de tres años cada uno, uno de formación general y otro de especialización. Tiene una variedad de especialidades entre las que se encuentran química, diseño gráfico, automotriz,",
-58.4648728850769,-34.6755566123378,846,Organización Izquierda Latinoamericana (Llajtay Manta),,,,,chilavert,5050,,,28,,25,,,,VILLA LUGANO,8,1439,C1439CLB,No Estatal,,Org. Izquierda Latinoamericana (Llajtay Manta),,Otros / Comedor
-58.464615154076,-34.6817921100691,845,ESCUELA AMERICO ITALO FORADORI Nº: 10 - D. E.: 21,,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,ESCUELA AMERICO ITALO FORADORI Nº 10/21º,,
-58.4637640066214,-34.6824141077708,844,ESCUELA REPUBLICA DE LA INDIA Nº: 6 - D. E.: 21,,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,ESCUELA REPUBLICA DE LA INDIA  Nº 6,,
-58.4650297076902,-34.6777987625844,843,Punto Verde,,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,PUNTO VERDE,Punto Verde,,
-58.4649642393029,-34.6778708783381,842,Atajo Villa 20,,,,,,,,,,,,,,,VILLA LUGANO,8,,,,,Atajo Villa 20,"El principal objetivo del Programa es facilitar el acceso a la justicia de las personas en condición de vulnerabilidad y su participación en el sistema de administración judicial. Se propone explorar respuestas de prevención social del delito y de promoción de derechos como herramientas de acceso a la justicia, que, paralelamente, nutran al Ministerio Público Fiscal de un tipo de información que habilite la proyección de su política criminal en función de una participación igualitaria en el sistema de administración de justicia.",
-58.4653352905323,-34.6795204902958,841,CBC SEDE LUGANO,5285-4366,,,,,,,,,,,,,,VILLA LUGANO,8,,,,ESTABLECIMIENTO EDUCATIVO,CBC SEDE LUGANO,,
-58.4693066271441,-34.6717950690306,840,JIN A DE 21 (ESC. PRIM. Nº 04 DE 21),,,,,,,,,,,,,,,VILLA LUGANO,8,,,,ESTABLECIMIENTO EDUCATIVO,JIN A DE 21 (ESC. PRIM. Nº 04/21º,"Salas (inicial): 3 años. 4 años. 5 años.
Jornadas (primaria): Jornada simple (o simple extendida). ",
-58.4129712709164,-34.6571954064481,839,CPI Pilarcitos,,,,,,,,,,,,,,,NUEVA POMPEYA,4,,,Gestión Asociada,CENTRO DE PRIMERA INFANCIA,CPI Pilarcitos,"El CPI está destinado a familias y niños/as de 45 días a 4 años de edad en situación de vulnerabilidad social y ofrece los siguientes servicios: Desayuno, almuerzo y merienda a los/as niños/as que asisten diariamente al CPI. Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad. Estimulación temprana y educación: juegos, ejercicios físicos y estimulación. Información y contención a las familias para llevar adelante la crianza, a través de talleres participativos (sobre salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, etc.) ",
-58.4014125288023,-34.6580555213437,838,Comedor Izquierda Unida,,,,,,,,,51,,,,,,BARRACAS,4,,,,COMEDOR,Comedor Izquierda Unida,,
-58.394485578309,-34.6509710729855,837,Frente Popular Darío Santillán,,,,,,,,,,,,,,,BARRACAS,4,,,No Estatal,,Frente Popular Darío Santillán,,
-58.3990787740503,-34.6570086621536,836,Fundación Temas,,,,,,,,,20,,,,,,BARRACAS,4,,,No Estatal,,Fund. Temas,"Desde la fundación Temas vienen realizando:
- Programa de Formación de Promotores Comunitarios
-Programa de Fortalecimiento Educativo   
-Programa de Promoción de la Lectura
-Programa de Salud Bucal",
-58.3947166787194,-34.6618470086503,835,Juegoteca y comedor Amor y Paz,,,,,,,,,28,,,,,,BARRACAS,4,,,No Estatal,JUEGOTECA,Juegoteca y Comedor Amor y Paz,,
-58.3953936076053,-34.6611893376232,834,Escuela de circo,,,,,,,,,28,,,,,,BARRACAS,4,,,,ESTABLECIMIENTO EDUCATIVO,Escuela de circo,,
-58.3955791533701,-34.6610857750282,831,Centro de salud de Nación,,,,,,,,,,,,,,,BARRACAS,4,,,Estatal,CENTRO DE SALUD,Centro de Salud de Nación,,
-58.4025513797265,-34.6521021123187,830,Organización La Poderosa,,,,,,,,,,,,,,,BARRACAS,4,,,,,Organización La Poderosa,,
-58.4036046625018,-34.6512192208208,829,Centro cultural y recreativo y biblioteca Evita,,,,,,,,,,,,,,,BARRACAS,4,,,,CENTRO CULTURAL,Centro Cultural y recreativo Evita,,
-58.4036102733324,-34.6509983718946,828,Centro Cultural Martín Fierro,,,,,,,,,,,,,,,BARRACAS,4,,,,CENTRO CULTURAL,Centro Cultural Martín Fierro,,
-58.3972472326126,-34.6555203258334,827,Osc Orilleros,,,,,,,,,Mza 16,,,,,,BARRACAS,4,,,No Estatal,,Osc Orilleros,,
-58.3979416659601,-34.6533031671036,825,Cine Fraternidad del Sur,,,,,,,,,,,,,,,BARRACAS,4,,,,CINE,Cine Fraternidad del Sur,,
-58.4023964138065,-34.6552074790208,824,La Usina,,,,,,,,,,,,,,,BARRACAS,4,,,,,La Usina,,
-58.468843818341,-34.6731209734644,823,JIN A Anexo Centro Comunitario Lujan de los Obreros DE 21,,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,JIN A Anexo Centro Comunitario Lujan de los Obreros,,
-58.4672720508432,-34.6771386545969,822,"Escuela Infantil N° 5 DE 21 ""Eve San Martín de Duprat""",,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,Escuela Infantil N° 5 Eve San Martín de Duprat,,
-58.4663501528654,-34.6767170122924,820,Secundaria EMEN N°1 DE 21,,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,Secundaria EMEN N°1,,
-58.4880716735777,-34.6567519133779,819,"Primaria N° 19 DE 21 ""Hermanos Latinoamericanos""",,,,,Albariño,2062,,,,,,,,,MATADEROS,9,1440,C1440DFD,,ESTABLECIMIENTO EDUCATIVO,Primaria N° 19/21º Hermanos Latinoamericanos,,
-58.4661526758223,-34.6766991425171,818,"Jardín Inicial N° 8 DE 21 ""Osvaldo Soriano""",,,,,,,,,,,,,,,VILLA LUGANO,8,,,,ESTABLECIMIENTO EDUCATIVO,Jardín Inicial N° 8 DE 21 Osvaldo Soriano,,Primera infancia
-58.4619543358455,-34.6719991674199,817,NIDO Barrio 20,,,,Lunes a viernes de 9 a 17hs.,Avenida Escalada,3850,,,,,,,,,VILLA LUGANO,8,1439,C1439FID,Estatal,NUCLEO DE INCLUSIÓN Y DESARROLLO DE OPORTUNIDADES,NIDO VILLA 20,"Los Núcleos de Inclusión y Desarrollo de Oportunidades, NIDO, son espacios gestionados por la Subsecretaría de Hábitat e Inclusión del Gobierno de la Ciudad y se centran en ofrecer oportunidades para personas de todas las edades en participación ciudadana, construcción de convivencia y en formación y capacitación de cultura, empleo y deporte.",
-58.4337680455246,-34.6506694293783,816,NIDO 1-11-14,,,,Lunes a viernes de 9 a 17hs.,Av Perito Moreno,,Erezcano,,,,,,,Frente a Madre del Pueblo,FLORES,7,,,Estatal,NUCLEO DE INCLUSIÓN Y DESARROLLO DE OPORTUNIDADES,NIDO 1-11-14,"Los Núcleos de Inclusión y Desarrollo de Oportunidades, NIDO, son espacios gestionados por la Subsecretaría de Hábitat e Inclusión del Gobierno de la Ciudad y se centran en ofrecer oportunidades para personas de todas las edades en participación ciudadana, construcción de convivencia y en formación y capacitación de cultura, empleo y deporte.

La Red NIDO está conformada hoy por cuatro espacios: Soldati, Villa 1-11-14, Inta y Villa 20 desde donde se potencian ideas y proyectos para el desarrollo de una ciudadanía plena y la equiparación de oportunidades, orientando su oferta programática al abordaje de las problemáticas sociales específicas de cada comunidad.
",
-58.4941970947994,-34.6686727286716,813,"Centro de Primera Infancia ""Donde Brilla el Sol""",,,,,Av. Eva Perón,6600,,,,,,,,,VILLA LUGANO,8,1439,C1439BTQ,Gestión Asociada,CENTRO DE PRIMERA INFANCIA,CPI Donde Brilla el Sol,"Desayuno, almuerzo y merienda para los/as niños/as que asisten diariamente al CPI. Con esta prestación se busca garantizar la alimentación adecuada, favoreciendo el desarrollo integral.
-Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad.
-Estimulación temprana y educación: es un conjunto de juegos, ejercicios físicos y actividades realizadas lúdicamente, de forma repetitiva y rápida. El objetivo es el desarrollo completo del niño y de sus capacidades, haciéndolo más confiado, sano y feliz. Se aprovecha el momento en el que tiene una mayor plasticidad y crecimiento cerebral, en el que adquiere destrezas y habilidades que le acompañarán toda la vida. Coincide además con el momento en que el niño tiene mayores ganas de aprender y de llevar a cabo cualquier actividad que los adultos le proponen con la condición de la compañía y atención. Los niños de 45 días a 2 años reciben estimulación temprana a través del trabajo conjunto con los padres a cargo de personal del CPI, actividades de estimulación psicofísica apuntadas a las habilidades motoras, funcionales de la vida diaria (alimentación, higiene, vestido, etc.) y el juego, capacidades cognitivas, posibilidades comunicativas y sociales.
-Capacitación: acercar a las familias la información y contención necesarias para llevar adelante la crianza con el objetivo de fortalecer la relación entre los padres y los hijos. Los talleres participativos son dictados por Organizaciones de la Sociedad Civil, y abarcan temas diversos: salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, de una buena nutrición, y de contenidos de estimulación temprana, detección, tratamiento e integración social de los/as niños y niñas, prevención de accidentes domésticos, pautas eficaces de crianza.
",
-58.4558389337486,-34.6653574221661,812,"Centro Comunitario ""San Cayetano""",,,,Lunes a Viernes de 16:30 a 19:00 hs,Plumerillo,3995,,,,,,,,,VILLA SOLDATI,8,1437,,Gestión Asociada,CENTRO COMUNITARIO,Centro Com. San Cayetano,"Recreación y actividades lúdicas. Merienda o desayuno según el turno. Juegos
grupales y cooperativos, talleres de creatividad y expresión, teatro, historietas, radio.
Talleres sobre derechos del niño, talleres para padres. Salidas y campamentos.
Capacitación y asistencia técnica a instituciones y organizaciones comunitarias para el desarrollo del juego y la recreación.	",
-58.4646842581637,-34.6754949595567,811,"Centro de Primera Infancia ""Puentecito Latinoamericano""",,cpielpuentecito@gmail.com,,,,,,,,,,,,,VILLA LUGANO,8,,,Gestión Asociada,CENTRO DE PRIMERA INFANCIA,CPI Puentecito Latinoamericano,"Desayuno, almuerzo y merienda para los/as niños/as que asisten diariamente al CPI. Con esta prestación se busca garantizar la alimentación adecuada, favoreciendo el desarrollo integral.
-Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad.
-Estimulación temprana y educación: es un conjunto de juegos, ejercicios físicos y actividades realizadas lúdicamente, de forma repetitiva y rápida. El objetivo es el desarrollo completo del niño y de sus capacidades, haciéndolo más confiado, sano y feliz. Se aprovecha el momento en el que tiene una mayor plasticidad y crecimiento cerebral, en el que adquiere destrezas y habilidades que le acompañarán toda la vida. Coincide además con el momento en que el niño tiene mayores ganas de aprender y de llevar a cabo cualquier actividad que los adultos le proponen con la condición de la compañía y atención. Los niños de 45 días a 2 años reciben estimulación temprana a través del trabajo conjunto con los padres a cargo de personal del CPI, actividades de estimulación psicofísica apuntadas a las habilidades motoras, funcionales de la vida diaria (alimentación, higiene, vestido, etc.) y el juego, capacidades cognitivas, posibilidades comunicativas y sociales.
-Capacitación: acercar a las familias la información y contención necesarias para llevar adelante la crianza con el objetivo de fortalecer la relación entre los padres y los hijos. Los talleres participativos son dictados por Organizaciones de la Sociedad Civil, y abarcan temas diversos: salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, de una buena nutrición, y de contenidos de estimulación temprana, detección, tratamiento e integración social de los/as niños y niñas, prevención de accidentes domésticos, pautas eficaces de crianza.",
-58.4565809191806,-34.6859151182952,810,Casita Azul y Blanca,,cpilacasitaazulyblanca@gmail.com,,,Av. Roca,5400,,,,,,,,,VILLA RIACHUELO,8,1439,C1439DVQ,Gestión Asociada,,Casita Azul y Blanca,"Desayuno, almuerzo y merienda para los/as niños/as que asisten diariamente al CPI. Con esta prestación se busca garantizar la alimentación adecuada, favoreciendo el desarrollo integral.
-Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad.
-Estimulación temprana y educación: es un conjunto de juegos, ejercicios físicos y actividades realizadas lúdicamente, de forma repetitiva y rápida. El objetivo es el desarrollo completo del niño y de sus capacidades, haciéndolo más confiado, sano y feliz. Se aprovecha el momento en el que tiene una mayor plasticidad y crecimiento cerebral, en el que adquiere destrezas y habilidades que le acompañarán toda la vida. Coincide además con el momento en que el niño tiene mayores ganas de aprender y de llevar a cabo cualquier actividad que los adultos le proponen con la condición de la compañía y atención. Los niños de 45 días a 2 años reciben estimulación temprana a través del trabajo conjunto con los padres a cargo de personal del CPI, actividades de estimulación psicofísica apuntadas a las habilidades motoras, funcionales de la vida diaria (alimentación, higiene, vestido, etc.) y el juego, capacidades cognitivas, posibilidades comunicativas y sociales.
-Capacitación: acercar a las familias la información y contención necesarias para llevar adelante la crianza con el objetivo de fortalecer la relación entre los padres y los hijos. Los talleres participativos son dictados por Organizaciones de la Sociedad Civil, y abarcan temas diversos: salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, de una buena nutrición, y de contenidos de estimulación temprana, detección, tratamiento e integración social de los/as niños y niñas, prevención de accidentes domésticos, pautas eficaces de crianza.",
-58.4364338782061,-34.6621659901747,809,"Centro de Primera Infancia ""Chonito""",4918-0687,cpichonito@gmail.com,,,Cóndor,2875,,,,,,,,,VILLA SOLDATI,8,1437,C1437FKC,Gestión Asociada,CENTRO DE PRIMERA INFANCIA,CPI Chonito,"Desayuno, almuerzo y merienda para los/as niños/as que asisten diariamente al CPI. Con esta prestación se busca garantizar la alimentación adecuada, favoreciendo el desarrollo integral.
-Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad.
-Estimulación temprana y educación: es un conjunto de juegos, ejercicios físicos y actividades realizadas lúdicamente, de forma repetitiva y rápida. El objetivo es el desarrollo completo del niño y de sus capacidades, haciéndolo más confiado, sano y feliz. Se aprovecha el momento en el que tiene una mayor plasticidad y crecimiento cerebral, en el que adquiere destrezas y habilidades que le acompañarán toda la vida. Coincide además con el momento en que el niño tiene mayores ganas de aprender y de llevar a cabo cualquier actividad que los adultos le proponen con la condición de la compañía y atención. Los niños de 45 días a 2 años reciben estimulación temprana a través del trabajo conjunto con los padres a cargo de personal del CPI, actividades de estimulación psicofísica apuntadas a las habilidades motoras, funcionales de la vida diaria (alimentación, higiene, vestido, etc.) y el juego, capacidades cognitivas, posibilidades comunicativas y sociales.
-Capacitación: acercar a las familias la información y contención necesarias para llevar adelante la crianza con el objetivo de fortalecer la relación entre los padres y los hijos. Los talleres participativos son dictados por Organizaciones de la Sociedad Civil, y abarcan temas diversos: salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, de una buena nutrición, y de contenidos de estimulación temprana, detección, tratamiento e integración social de los/as niños y niñas, prevención de accidentes domésticos, pautas eficaces de crianza.
",
-58.4389672790414,-34.6607250721427,808,Casita San José,4919-4536,,,Lunes a viernes de 10 a 16 hs,San Pedrito,3061,,,,,,,,,VILLA SOLDATI,8,1437,C1437BPE,Gestión Asociada,,Casita San José,"Desayuno, almuerzo y merienda para los/as niños/as que asisten diariamente al CPI. Con esta prestación se busca garantizar la alimentación adecuada, favoreciendo el desarrollo integral.
-Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad.
-Estimulación temprana y educación: es un conjunto de juegos, ejercicios físicos y actividades realizadas lúdicamente, de forma repetitiva y rápida. El objetivo es el desarrollo completo del niño y de sus capacidades, haciéndolo más confiado, sano y feliz. Se aprovecha el momento en el que tiene una mayor plasticidad y crecimiento cerebral, en el que adquiere destrezas y habilidades que le acompañarán toda la vida. Coincide además con el momento en que el niño tiene mayores ganas de aprender y de llevar a cabo cualquier actividad que los adultos le proponen con la condición de la compañía y atención. Los niños de 45 días a 2 años reciben estimulación temprana a través del trabajo conjunto con los padres a cargo de personal del CPI, actividades de estimulación psicofísica apuntadas a las habilidades motoras, funcionales de la vida diaria (alimentación, higiene, vestido, etc.) y el juego, capacidades cognitivas, posibilidades comunicativas y sociales.
-Capacitación: acercar a las familias la información y contención necesarias para llevar adelante la crianza con el objetivo de fortalecer la relación entre los padres y los hijos. Los talleres participativos son dictados por Organizaciones de la Sociedad Civil, y abarcan temas diversos: salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, de una buena nutrición, y de contenidos de estimulación temprana, detección, tratamiento e integración social de los/as niños y niñas, prevención de accidentes domésticos, pautas eficaces de crianza.",
-58.4914273639819,-34.6782765529063,807,CeSAC Nº 7,4602-5161,,,,2 De Abril De 1982,,Montiel,,,,,,,,VILLA LUGANO,8,,,,CENTRO DE SALUD Y ACCION COMUNITARIA,CeSAC Nº 7,"Salud Comunitaria , Salud Escolar , Epidemiología , Inmunizaciones , Tuberculosis , SIDA , Procreación Responsable , Materno Infantil , Nutrición
",
-58.4531340935964,-34.6622865584485,806,Thiago Andres,,,,,Ana María Janer,Ana María Janer 3900,,,,,,,,,VILLA SOLDATI,8,,,Gestión Asociada,,Thiago Andres,"Desayuno, almuerzo y merienda para los/as niños/as que asisten diariamente al CPI. Con esta prestación se busca garantizar la alimentación adecuada, favoreciendo el desarrollo integral.
-Seguimiento y cuidado de la salud: promoción y ayuda para el cumplimiento de la realización de los controles correspondientes a cada edad.
-Estimulación temprana y educación: es un conjunto de juegos, ejercicios físicos y actividades realizadas lúdicamente, de forma repetitiva y rápida. El objetivo es el desarrollo completo del niño y de sus capacidades, haciéndolo más confiado, sano y feliz. Se aprovecha el momento en el que tiene una mayor plasticidad y crecimiento cerebral, en el que adquiere destrezas y habilidades que le acompañarán toda la vida. Coincide además con el momento en que el niño tiene mayores ganas de aprender y de llevar a cabo cualquier actividad que los adultos le proponen con la condición de la compañía y atención. Los niños de 45 días a 2 años reciben estimulación temprana a través del trabajo conjunto con los padres a cargo de personal del CPI, actividades de estimulación psicofísica apuntadas a las habilidades motoras, funcionales de la vida diaria (alimentación, higiene, vestido, etc.) y el juego, capacidades cognitivas, posibilidades comunicativas y sociales.
-Capacitación: acercar a las familias la información y contención necesarias para llevar adelante la crianza con el objetivo de fortalecer la relación entre los padres y los hijos. Los talleres participativos son dictados por Organizaciones de la Sociedad Civil, y abarcan temas diversos: salud durante el embarazo y reproductiva, paternidad responsable, importancia de la lactancia materna, de una buena nutrición, y de contenidos de estimulación temprana, detección, tratamiento e integración social de los/as niños y niñas, prevención de accidentes domésticos, pautas eficaces de crianza.",
-58.467459651823,-34.6605855575233,805,CeSAC Nº 28,4601-3686/5573/ 9560/ 4601-3686/5573/ 9560,hdcrespo@fibertel.com.ar,,,Saraza,4202,,,,,,,,,VILLA LUGANO,8,1439,C1439AOB,,CENTRO DE SALUD Y ACCION COMUNITARIA,CeSAC Nº 28,"Salud Comunitaria , Salud Escolar , Inmunizaciones , Procreación Responsable , Control del Niño Sano , Dación de Leche , Educación para la Salud , Psicoprofilaxis del Embarazo, Parto y Puerperio , Prevención del Cáncer Génito-Mamario , Prevención de SIDA

",
